marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01478,1.01493,2022-04-12 05:42:14.066605
BTC_AUD,53862.35,53990.89,2022-04-12 05:42:14.612518
BTC_SGD,54599.12,54817.71,2022-04-12 05:42:15.723478
