,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.111747277608854,BTC,1.85291212934809e-05,AUD to BTC,0,0
0_trade2,60687.359989327226,SGD,54587.37,BTC to SGD,0,0
0_trade3,59791.09152733251,AUD,0.9852313815899664,SGD to AUD,-208.90847266749188,-0.0034818078777915313
1_trade1,60892.8,SGD,1.01488,AUD to SGD,0,0
1_trade2,1.111255483936901,BTC,1.8249374046470207e-05,SGD to BTC,0,0
1_trade3,59843.03028198934,AUD,53851.73,BTC to AUD,-156.96971801065956,-0.002616161966844326
