marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01369,1.0138,2022-04-12 04:55:18.523318
BTC_AUD,53588.33,53653.37,2022-04-12 04:55:18.688293
BTC_SGD,54281.98,54505.27,2022-04-12 04:55:20.521339
