marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01481,1.01493,2022-04-12 05:53:30.456513
BTC_AUD,54012.34,54057.47,2022-04-12 05:53:30.647589
BTC_SGD,54684.86,54906.4,2022-04-12 05:53:32.127034
