marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.0148,1.01493,2022-04-12 05:42:04.591061
BTC_AUD,53862.49,53990.89,2022-04-12 05:42:04.774479
BTC_SGD,54599.12,54817.71,2022-04-12 05:42:06.391670
