marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01442,1.01454,2022-04-12 06:17:16.168929
BTC_AUD,54039.5,54142.2,2022-04-12 06:17:16.309862
BTC_SGD,54768.09,54965.1,2022-04-12 06:17:17.935695
