,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.250716347788196,BTC,2.5014326955763917e-05,USD to BTC,0,0
0_trade2,66988.26753022795,AUD,53559.92,BTC to AUD,0,0
0_trade3,49766.253830881644,USD,0.74291,AUD to USD,-233.7461691183562,-0.004674923382367124
1_trade1,67294.75100942126,AUD,1.3458950201884252,USD to AUD,0,0
1_trade2,1.2548138546249326,BTC,1.86465338797265e-05,AUD to BTC,0,0
1_trade3,49742.18894443387,USD,39641.09,BTC to USD,-257.8110555661333,-0.005156221111322665
