,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.1087257082817006,BTC,1.8478761804695008e-05,AUD to BTC,0,0
0_trade2,60689.09520221124,SGD,54737.7,BTC to SGD,0,0
0_trade3,59831.706843148924,AUD,0.9858724478227008,SGD to AUD,-168.29315685107576,-0.0028048859475179296
1_trade1,60853.2,SGD,1.01422,AUD to SGD,0,0
1_trade2,1.1076251018151537,BTC,1.820159172919672e-05,SGD to BTC,0,0
1_trade3,59852.66009302834,AUD,54036.93,BTC to AUD,-147.33990697166155,-0.002455665116194359
