marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74286,0.74295,2022-04-12 04:50:56.797193
BTC_AUD,53568.95,53685.58,2022-04-12 04:50:56.977234
BTC_USD,39638.12,40038.22,2022-04-12 04:50:58.507877
