marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.0146,1.01473,2022-04-12 05:36:36.833798
BTC_AUD,53822.41,53917.83,2022-04-12 05:36:36.988758
BTC_SGD,54522.83,54749.32,2022-04-12 05:36:38.456288
