marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74286,0.74295,2022-04-12 04:50:53.627611
BTC_AUD,53568.92,53687.75,2022-04-12 04:50:53.798657
BTC_USD,39638.09,40049.66,2022-04-12 04:50:55.276936
