,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.2484500492638388,BTC,2.4969000985276775e-05,USD to BTC,0,0
0_trade2,66878.12081301064,AUD,53568.92,BTC to AUD,0,0
0_trade3,49681.080827153084,USD,0.74286,AUD to USD,-318.9191728469159,-0.006378383456938318
1_trade1,67299.2798977051,AUD,1.345985597954102,USD to AUD,0,0
1_trade2,1.2535313902650995,BTC,1.8626222927949112e-05,AUD to BTC,0,0
1_trade3,49687.590065153134,USD,39638.09,BTC to USD,-312.40993484686624,-0.006248198696937325
