marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01447,1.01459,2022-04-12 06:19:40.890214
BTC_AUD,54076.71,54152.84,2022-04-12 06:19:41.447935
BTC_SGD,54785.01,55003.44,2022-04-12 06:19:42.587202
