,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.1103671651104872,BTC,1.8506119418508118e-05,AUD to BTC,0,0
0_trade2,60683.442093797166,SGD,54651.69,BTC to SGD,0,0
0_trade3,59842.65282165295,AUD,0.986144667422711,SGD to AUD,-157.34717834705225,-0.0026224529724508706
1_trade1,60836.4,SGD,1.01394,AUD to SGD,0,0
1_trade2,1.104533867840258,BTC,1.8155805863599062e-05,SGD to BTC,0,0
1_trade3,59644.828863373936,AUD,54000.0,BTC to AUD,-355.17113662606425,-0.005919518943767738
