marketId,bestBid,bestAsk,timestamp
AUD_USD,0.7429,0.74298,2022-04-12 04:51:09.383551
BTC_AUD,53568.91,53703.6,2022-04-12 04:51:09.565589
BTC_USD,39641.05,40053.23,2022-04-12 04:51:11.065712
