,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.248338773177594,BTC,2.4966775463551877e-05,USD to BTC,0,0
0_trade2,66872.14738986094,AUD,53568.91,BTC to AUD,0,0
0_trade3,49679.31829592769,USD,0.7429,AUD to USD,-320.6817040723108,-0.006413634081446217
1_trade1,67296.56249158793,AUD,1.3459312498317586,USD to AUD,0,0
1_trade2,1.2531108248159886,BTC,1.8620725612435664e-05,AUD to BTC,0,0
1_trade3,49674.62886207185,USD,39641.05,BTC to USD,-325.37113792815217,-0.006507422758563044
