marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74274,0.74284,2022-04-12 04:51:34.426496
BTC_AUD,53532.83,53652.82,2022-04-12 04:51:34.987950
BTC_USD,39641.25,40005.15,2022-04-12 04:51:36.115893
