,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.2498390832180357,BTC,2.4996781664360713e-05,USD to BTC,0,0
0_trade2,66907.42316926696,AUD,53532.83,BTC to AUD,0,0
0_trade3,49694.81948474134,USD,0.74274,AUD to USD,-305.1805152586603,-0.006103610305173206
1_trade1,67309.24559797534,AUD,1.3461849119595068,USD to AUD,0,0
1_trade2,1.2545332304616112,BTC,1.8638349298322065e-05,AUD to BTC,0,0
1_trade3,49731.26542203635,USD,39641.25,BTC to USD,-268.73457796365255,-0.0053746915592730515
