marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01369,1.01381,2022-04-12 05:10:06.913527
BTC_AUD,53764.89,53841.91,2022-04-12 05:10:06.340677
BTC_SGD,54405.96,54633.61,2022-04-12 05:10:07.818355
