marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01439,1.01455,2022-04-12 06:06:21.925963
BTC_AUD,53916.11,54007.97,2022-04-12 06:06:22.012112
BTC_SGD,54612.06,54828.34,2022-04-12 06:06:23.453870
