,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.2498390832180357,BTC,2.4996781664360713e-05,USD to BTC,0,0
0_trade2,66907.26069018614,AUD,53532.7,BTC to AUD,0,0
0_trade3,49694.02973242196,USD,0.74273,AUD to USD,-305.9702675780427,-0.006119405351560854
1_trade1,67309.24559797534,AUD,1.3461849119595068,USD to AUD,0,0
1_trade2,1.253867885775013,BTC,1.862846440538221e-05,AUD to BTC,0,0
1_trade3,49704.752401511294,USD,39641.14,BTC to USD,-295.247598488706,-0.00590495196977412
