,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.1138739310059063,BTC,1.8564565516765104e-05,AUD to BTC,0,0
0_trade2,60616.47352711523,SGD,54419.51,BTC to SGD,0,0
0_trade3,59794.30187631589,AUD,0.9864364981504317,SGD to AUD,-205.6981236841093,-0.003428302061401822
1_trade1,60817.8,SGD,1.01363,AUD to SGD,0,0
1_trade2,1.1125957640801873,BTC,1.829391665072047e-05,SGD to BTC,0,0
1_trade3,59818.48873661846,AUD,53764.8,BTC to AUD,-181.511263381537,-0.0030251877230256167
