"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 12, 2021","46,128.90","48,364.44","48,364.44","46,128.90","0.19K","-4.62%"
"Jun 11, 2021","48,364.44","47,419.97","48,364.44","47,419.97","0.13K","1.99%"
"Jun 10, 2021","47,419.97","48,545.26","48,545.26","46,333.00","0.13K","-2.32%"
"Jun 09, 2021","48,545.26","43,354.00","48,545.26","43,354.00","0.20K","11.97%"
"Jun 08, 2021","43,354.00","43,421.05","43,421.05","43,354.00","0.30K","-0.20%"
"Jun 07, 2021","43,440.00","46,349.99","46,349.99","43,440.00","0.29K","-6.28%"
"Jun 06, 2021","46,349.99","46,188.50","46,349.99","46,188.50","0.07K","0.35%"
"Jun 05, 2021","46,188.50","47,705.00","47,705.00","46,188.50","0.17K","-3.18%"
"Jun 04, 2021","47,705.00","51,269.99","51,269.99","47,705.00","0.13K","-6.95%"
"Jun 03, 2021","51,269.99","48,630.44","51,269.99","48,630.44","0.12K","5.43%"
"Jun 02, 2021","48,630.44","47,426.38","48,630.44","47,426.38","0.07K","2.54%"
"Jun 01, 2021","47,426.38","48,206.33","48,206.33","47,426.38","0.11K","-1.62%"
"May 31, 2021","48,206.33","46,428.19","48,206.33","45,299.14","0.12K","3.83%"
"May 30, 2021","46,428.19","45,000.00","46,428.19","45,000.00","0.12K","3.17%"
"May 29, 2021","45,000.00","46,519.02","46,519.02","45,000.00","0.17K","-3.27%"
"May 28, 2021","46,519.02","49,868.92","49,868.92","46,519.02","0.21K","-6.72%"
"May 27, 2021","49,868.92","50,666.15","51,172.41","49,868.92","0.12K","-1.57%"
"May 26, 2021","50,666.15","49,649.99","50,666.15","49,649.99","0.20K","2.05%"
"May 25, 2021","49,649.99","50,161.63","50,161.63","49,649.99","0.24K","-1.02%"
"May 24, 2021","50,161.63","45,207.04","50,161.63","45,207.04","0.32K","10.96%"
"May 23, 2021","45,207.04","48,683.21","48,683.21","44,660.00","0.52K","-7.14%"
"May 22, 2021","48,683.21","48,585.00","48,683.21","48,585.00","0.26K","0.20%"
"May 21, 2021","48,585.00","52,687.35","52,687.35","48,585.00","0.50K","-7.79%"
"May 20, 2021","52,687.35","48,001.82","52,687.35","48,001.82","0.64K","9.99%"
"May 19, 2021","47,900.00","55,260.00","55,260.00","47,900.00","0.95K","-13.22%"
"May 18, 2021","55,200.00","56,317.84","56,317.84","55,200.00","0.28K","-1.98%"
"May 17, 2021","56,317.84","60,092.02","60,092.02","56,317.84","0.48K","-6.28%"
"May 16, 2021","60,092.02","60,440.00","62,846.49","60,092.02","0.26K","-0.58%"
"May 15, 2021","60,440.00","64,307.45","64,307.45","60,440.00","0.13K","-6.01%"
"May 14, 2021","64,307.45","64,634.44","64,634.44","64,307.45","0.16K","-0.51%"
"May 13, 2021","64,634.44","64,509.98","65,924.97","64,509.98","0.49K","0.60%"
"May 12, 2021","64,250.40","72,840.00","73,435.99","64,250.40","0.20K","-11.79%"
"May 11, 2021","72,840.00","71,620.00","72,840.00","70,623.01","0.19K","1.70%"
"May 10, 2021","71,620.00","74,782.98","74,782.98","71,620.00","0.19K","-4.23%"
"May 09, 2021","74,782.98","75,512.45","75,512.45","74,151.54","0.17K","-0.97%"
"May 08, 2021","75,512.45","73,490.00","75,512.45","73,490.00","0.19K","2.74%"
"May 07, 2021","73,500.00","72,754.27","73,500.00","72,754.27","0.09K","1.02%"
"May 06, 2021","72,754.27","74,244.87","74,244.87","72,754.27","0.11K","-2.01%"
"May 05, 2021","74,244.87","69,295.00","74,244.87","69,295.00","0.19K","6.93%"
"May 04, 2021","69,434.96","74,079.99","74,079.99","69,434.96","0.26K","-6.27%"
"May 03, 2021","74,079.99","73,495.33","74,079.99","73,495.33","0.16K","0.80%"
"May 02, 2021","73,495.33","75,060.00","75,060.00","73,495.33","0.08K","-2.08%"
"May 01, 2021","75,060.00","75,207.01","75,207.01","75,060.00","0.09K","-0.20%"
"Apr 30, 2021","75,207.01","68,946.93","75,207.01","68,946.93","0.12K","9.08%"
"Apr 29, 2021","68,946.93","70,535.33","70,535.33","68,946.93","0.16K","-2.25%"
"Apr 28, 2021","70,535.33","71,224.95","71,224.95","70,535.33","0.12K","-0.97%"
"Apr 27, 2021","71,224.95","69,567.98","71,224.95","69,567.98","0.31K","2.38%"
"Apr 26, 2021","69,567.98","63,746.72","69,567.98","63,746.72","0.31K","9.13%"
"Apr 25, 2021","63,746.72","64,970.00","64,970.00","63,746.72","0.12K","-1.88%"
"Apr 24, 2021","64,970.00","66,400.00","66,400.00","64,970.00","0.49K","-2.15%"
"Apr 23, 2021","66,400.00","67,369.40","67,369.40","66,400.00","0.50K","-1.44%"
"Apr 22, 2021","67,369.40","69,719.58","71,174.76","67,369.40","0.47K","-3.37%"
"Apr 21, 2021","69,719.58","73,600.00","73,600.00","69,719.58","0.18K","-5.27%"
"Apr 20, 2021","73,600.00","72,461.40","73,600.00","72,461.40","0.23K","1.57%"
"Apr 19, 2021","72,461.40","73,709.99","73,709.99","72,461.40","0.33K","-1.69%"
"Apr 18, 2021","73,709.99","78,376.64","78,376.64","72,220.00","0.49K","-5.95%"
"Apr 17, 2021","78,376.64","79,765.00","79,765.00","78,376.64","0.11K","-1.74%"
"Apr 16, 2021","79,765.00","81,944.98","81,944.98","79,765.00","0.20K","-2.66%"
"Apr 15, 2021","81,944.98","82,079.98","82,079.98","81,944.98","0.18K","-0.16%"
"Apr 14, 2021","82,079.98","83,400.00","83,400.00","82,079.98","0.22K","-1.58%"
"Apr 13, 2021","83,400.00","78,827.37","83,400.00","78,827.37","0.17K","5.80%"
"Apr 12, 2021","78,827.37","78,967.53","78,967.53","78,827.37","0.20K","-0.18%"
"Apr 11, 2021","78,967.53","78,650.00","78,967.53","78,650.00","0.12K","0.40%"
"Apr 10, 2021","78,650.00","76,588.31","78,650.00","76,588.31","0.14K","2.70%"
"Apr 09, 2021","76,579.97","76,064.99","76,579.97","76,064.99","0.15K","0.68%"
"Apr 08, 2021","76,064.99","73,783.32","76,064.99","73,783.32","0.12K","3.09%"
"Apr 07, 2021","73,783.32","75,936.94","75,936.94","73,783.32","0.31K","-2.84%"
"Apr 06, 2021","75,936.94","76,903.14","76,903.14","75,936.94","0.08K","-1.26%"
"Apr 05, 2021","76,903.14","76,649.99","76,903.14","75,032.62","0.10K","0.33%"
"Apr 04, 2021","76,649.99","75,315.00","76,649.99","75,315.00","0.07K","1.77%"
"Apr 03, 2021","75,315.00","77,556.62","77,556.62","75,315.00","0.07K","-2.89%"
"Apr 02, 2021","77,556.62","77,215.00","77,556.62","77,215.00","0.07K","0.44%"
"Apr 01, 2021","77,215.00","77,376.30","77,376.30","77,215.00","0.11K","-0.21%"
"Mar 31, 2021","77,376.30","77,100.17","77,376.30","77,012.63","0.15K","0.36%"
"Mar 30, 2021","77,100.17","75,459.99","77,100.17","75,459.99","0.10K","2.17%"
"Mar 29, 2021","75,459.99","73,249.99","75,459.99","73,249.99","0.10K","3.02%"
"Mar 28, 2021","73,249.99","73,394.65","73,394.65","73,249.99","0.07K","-0.20%"
"Mar 27, 2021","73,394.65","72,418.60","73,394.65","72,418.60","0.07K","1.35%"
"Mar 26, 2021","72,418.60","67,915.00","72,418.60","67,915.00","0.13K","6.63%"
"Mar 25, 2021","67,915.00","69,197.06","69,850.21","67,640.77","0.22K","-1.85%"
"Mar 24, 2021","69,194.99","71,739.56","72,990.00","69,194.99","0.17K","-3.55%"
"Mar 23, 2021","71,739.56","70,364.99","71,739.56","70,364.99","0.19K","1.95%"
"Mar 22, 2021","70,364.99","74,699.99","74,699.99","70,364.99","0.14K","-5.80%"
"Mar 21, 2021","74,699.99","75,264.23","75,264.23","74,699.99","0.10K","-0.75%"
"Mar 20, 2021","75,264.23","75,372.57","75,372.57","75,264.23","0.05K","-0.14%"
"Mar 19, 2021","75,372.57","74,706.46","75,372.57","74,706.46","0.11K","0.86%"
"Mar 18, 2021","74,728.79","75,785.00","75,785.00","74,728.79","0.14K","-1.39%"
"Mar 17, 2021","75,785.00","73,900.00","75,785.00","71,650.00","0.23K","2.55%"
"Mar 16, 2021","73,900.00","72,274.99","73,900.00","71,206.66","0.25K","2.25%"
"Mar 15, 2021","72,274.99","76,263.94","76,263.94","72,274.99","0.34K","-5.23%"
"Mar 14, 2021","76,263.94","78,934.74","78,934.74","76,263.94","0.13K","-3.38%"
"Mar 13, 2021","78,934.74","74,210.00","78,934.74","74,210.00","0.19K","6.37%"
"Mar 12, 2021","74,210.00","74,399.16","74,399.16","74,210.00","0.15K","-0.25%"
"Mar 11, 2021","74,399.16","72,535.94","74,399.16","72,535.94","0.19K","2.57%"
"Mar 10, 2021","72,535.94","71,500.00","72,860.01","71,500.00","0.25K","1.45%"
"Mar 09, 2021","71,500.00","68,500.00","71,500.00","68,500.00","0.21K","4.38%"
"Mar 08, 2021","68,500.00","66,146.12","68,500.00","66,146.12","0.20K","3.56%"
"Mar 07, 2021","66,146.12","63,812.97","66,146.12","63,812.97","0.09K","3.66%"
"Mar 06, 2021","63,812.97","63,969.95","63,969.95","63,812.97","0.05K","-0.25%"
"Mar 05, 2021","63,969.95","63,040.00","63,969.95","63,040.00","0.13K","1.48%"
"Mar 04, 2021","63,040.00","65,223.81","65,223.81","62,995.00","0.21K","-3.35%"
"Mar 03, 2021","65,223.81","62,123.87","65,223.81","62,123.87","0.19K","4.99%"
"Mar 02, 2021","62,123.87","64,225.00","64,225.00","62,123.87","0.22K","-3.27%"
"Mar 01, 2021","64,225.00","58,497.37","64,225.00","58,497.37","0.25K","9.79%"
"Feb 28, 2021","58,497.37","60,344.99","60,344.99","58,497.37","0.21K","-3.06%"
"Feb 27, 2021","60,344.99","60,570.00","60,570.00","60,344.99","0.14K","-0.37%"
"Feb 26, 2021","60,570.00","60,033.79","60,570.00","60,033.79","0.40K","0.89%"
"Feb 25, 2021","60,033.79","62,899.99","62,899.99","60,033.79","0.33K","-4.56%"
"Feb 24, 2021","62,899.99","62,370.00","64,755.00","62,370.00","0.34K","0.85%"
"Feb 23, 2021","62,370.00","68,770.00","68,770.00","61,343.15","0.55K","-9.25%"
"Feb 22, 2021","68,725.00","73,090.79","73,090.79","68,725.00","0.50K","-5.97%"
"Feb 21, 2021","73,090.79","71,673.65","73,400.00","71,673.65","0.26K","1.98%"
"Feb 20, 2021","71,673.65","71,158.30","71,673.65","71,158.30","0.18K","0.72%"
"Feb 19, 2021","71,158.30","66,414.56","71,158.30","66,414.56","0.26K","7.14%"
"Feb 18, 2021","66,414.56","66,850.00","66,850.00","66,414.56","0.30K","-0.65%"
"Feb 17, 2021","66,850.00","63,870.00","66,850.00","63,870.00","0.53K","4.67%"
"Feb 16, 2021","63,870.00","61,951.52","63,870.00","61,951.52","0.26K","3.10%"
"Feb 15, 2021","61,951.52","62,630.00","62,630.00","61,761.00","0.31K","-1.08%"
"Feb 14, 2021","62,630.00","61,140.00","63,754.99","61,140.00","0.30K","2.44%"
"Feb 13, 2021","61,140.00","61,393.88","61,393.88","61,140.00","0.14K","-0.41%"
"Feb 12, 2021","61,393.88","62,158.51","62,158.51","61,164.99","0.23K","-1.23%"
"Feb 11, 2021","62,158.51","58,415.62","62,158.51","58,415.62","0.27K","6.41%"
"Feb 10, 2021","58,415.62","60,155.00","60,155.00","58,415.62","0.30K","-2.89%"
"Feb 09, 2021","60,155.00","60,320.00","60,320.00","60,155.00","0.48K","-0.27%"
"Feb 08, 2021","60,320.00","50,549.63","60,320.00","50,549.63","0.50K","19.33%"
"Feb 07, 2021","50,549.63","51,400.00","51,400.00","50,347.22","0.26K","-1.65%"
"Feb 06, 2021","51,400.00","50,050.83","51,400.00","50,050.83","0.25K","2.70%"
"Feb 05, 2021","50,050.83","48,654.40","50,050.83","48,654.40","0.14K","2.87%"
"Feb 04, 2021","48,654.40","49,221.70","49,221.70","48,654.40","0.34K","-1.15%"
"Feb 03, 2021","49,221.70","46,566.74","49,221.70","46,566.74","0.22K","5.70%"
"Feb 02, 2021","46,566.74","43,980.00","46,566.74","43,980.00","0.27K","5.88%"
"Feb 01, 2021","43,980.00","43,620.14","43,980.00","43,620.14","0.31K","0.82%"
"Jan 31, 2021","43,620.14","44,963.23","44,963.23","43,620.14","0.15K","-2.99%"
"Jan 30, 2021","44,963.23","44,969.97","44,969.97","44,565.03","0.16K","-0.01%"
"Jan 29, 2021","44,969.97","43,584.99","49,198.31","43,584.99","0.53K","3.18%"
"Jan 28, 2021","43,584.99","39,954.82","43,584.99","39,954.82","0.22K","9.09%"
"Jan 27, 2021","39,954.82","42,048.81","42,048.81","39,954.82","0.30K","-4.98%"
"Jan 26, 2021","42,048.81","41,900.00","42,048.81","41,900.00","0.19K","0.36%"
"Jan 25, 2021","41,900.00","42,064.27","42,864.99","41,900.00","0.33K","-0.39%"
"Jan 24, 2021","42,064.27","41,836.67","42,064.27","41,836.67","0.12K","0.54%"
"Jan 23, 2021","41,836.67","43,205.82","43,205.82","41,836.67","0.11K","-3.17%"
"Jan 22, 2021","43,205.82","39,755.00","43,205.82","39,755.00","0.49K","8.76%"
"Jan 21, 2021","39,725.00","45,960.53","45,960.53","39,725.00","0.48K","-13.57%"
"Jan 20, 2021","45,960.53","46,753.20","46,753.20","45,960.53","0.38K","-1.70%"
"Jan 19, 2021","46,753.20","47,755.00","48,180.00","46,753.20","0.21K","-2.10%"
"Jan 18, 2021","47,755.00","46,600.00","47,755.00","46,600.00","0.17K","2.48%"
"Jan 17, 2021","46,600.00","47,115.00","47,115.00","46,600.00","0.20K","-1.09%"
"Jan 16, 2021","47,115.00","47,978.01","47,978.01","47,115.00","0.15K","-1.80%"
"Jan 15, 2021","47,978.01","50,444.98","50,444.98","47,978.01","0.28K","-4.89%"
"Jan 14, 2021","50,444.98","48,496.61","50,444.98","48,496.61","0.27K","4.02%"
"Jan 13, 2021","48,496.61","43,986.89","48,496.61","43,986.89","0.26K","10.25%"
"Jan 12, 2021","43,986.89","45,954.98","45,954.98","43,986.89","0.40K","-4.28%"
"Jan 11, 2021","45,954.98","50,000.00","50,000.00","45,954.98","1.03K","-8.09%"
"Jan 10, 2021","50,000.00","52,189.00","53,200.00","50,000.00","0.35K","-4.19%"
"Jan 09, 2021","52,189.00","52,607.43","52,607.43","52,189.00","0.21K","-0.80%"
"Jan 08, 2021","52,607.43","51,040.00","52,607.43","51,040.00","0.42K","3.07%"
"Jan 07, 2021","51,040.00","47,284.68","51,040.00","47,284.68","0.48K","7.94%"
"Jan 06, 2021","47,284.68","43,894.99","47,284.68","43,894.99","0.54K","7.72%"
"Jan 05, 2021","43,894.99","41,616.00","43,894.99","40,204.99","0.30K","5.48%"
"Jan 04, 2021","41,616.00","42,799.00","42,799.00","41,616.00","0.65K","-2.76%"
"Jan 03, 2021","42,799.00","41,927.59","42,799.00","41,927.59","0.38K","2.08%"
"Jan 02, 2021","41,927.59","38,486.44","42,811.01","38,486.44","0.33K","8.94%"
"Jan 01, 2021","38,486.44","37,758.94","38,486.44","37,758.94","0.15K","1.93%"
