"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 21, 2021","85,787.0","89,766.5","89,797.5","84,150.0","0.00K","-4.43%"
"Oct 20, 2021","89,766.5","83,300.0","89,787.0","81,200.0","0.00K","7.76%"
"Oct 19, 2021","83,300.0","84,988.0","84,988.0","78,000.6","-","-1.99%"
"Oct 18, 2021","84,988.0","81,000.0","84,997.5","78,000.0","0.00K","4.92%"
"Oct 17, 2021","81,000.0","81,000.0","82,700.0","70,393.0","0.00K","0.00%"
"Oct 16, 2021","81,000.0","79,590.2","82,000.0","74,500.0","0.00K","1.77%"
"Oct 15, 2021","79,590.2","76,528.0","81,000.0","76,521.6","0.00K","4.00%"
"Oct 14, 2021","76,528.0","76,500.0","78,650.0","76,500.0","0.00K","0.04%"
"Oct 13, 2021","76,500.0","76,798.5","77,500.0","73,000.2","-","-0.39%"
"Oct 12, 2021","76,798.5","77,888.0","77,978.0","75,350.0","0.00K","-1.40%"
"Oct 11, 2021","77,888.0","73,958.2","77,890.0","72,500.0","-","5.31%"
"Oct 10, 2021","73,958.2","73,350.7","75,649.0","73,200.8","-","0.83%"
"Oct 09, 2021","73,350.7","73,040.2","75,198.0","72,630.2","0.00K","0.43%"
"Oct 08, 2021","73,040.2","73,900.0","75,639.0","71,720.0","0.00K","-1.16%"
"Oct 07, 2021","73,900.0","72,240.2","75,048.5","71,500.2","0.00K","2.30%"
"Oct 06, 2021","72,240.2","69,850.0","75,000.0","68,600.0","0.00K","3.42%"
"Oct 05, 2021","69,850.0","66,900.0","69,850.0","66,100.1","-","4.41%"
"Oct 04, 2021","66,900.0","65,978.0","66,900.0","63,509.1","0.00K","1.40%"
"Oct 03, 2021","65,978.0","64,500.2","66,500.0","64,300.0","-","2.29%"
"Oct 02, 2021","64,500.2","63,700.2","65,988.5","63,118.0","-","1.26%"
"Oct 01, 2021","63,700.2","58,889.0","64,950.0","58,428.1","0.00K","8.17%"
"Sep 30, 2021","58,889.0","56,999.0","60,248.0","56,999.0","0.00K","3.32%"
"Sep 29, 2021","56,999.0","56,800.0","58,498.0","56,000.5","-","0.35%"
"Sep 28, 2021","56,800.0","58,508.1","58,508.1","55,508.4","0.00K","-2.92%"
"Sep 27, 2021","58,508.1","59,500.0","60,498.5","58,009.0","-","-1.67%"
"Sep 26, 2021","59,500.0","58,800.0","59,500.0","56,200.0","0.00K","1.19%"
"Sep 25, 2021","58,800.0","58,868.0","59,477.0","57,377.1","-","-0.12%"
"Sep 24, 2021","58,868.0","61,198.5","61,553.5","55,008.2","0.00K","-3.81%"
"Sep 23, 2021","61,198.5","59,798.5","61,200.0","58,102.3","-","2.34%"
"Sep 22, 2021","59,798.5","57,321.0","59,798.5","56,100.0","0.00K","4.32%"
"Sep 21, 2021","57,321.0","58,998.5","61,095.5","56,000.0","0.00K","-2.84%"
"Sep 20, 2021","58,998.5","64,498.5","64,498.5","58,100.0","0.00K","-8.53%"
"Sep 19, 2021","64,498.5","66,238.0","66,248.4","63,600.0","-","-2.63%"
"Sep 18, 2021","66,238.0","64,415.0","66,498.5","64,386.0","-","2.83%"
"Sep 17, 2021","64,415.0","64,598.3","65,248.5","59,000.3","0.00K","-0.28%"
"Sep 16, 2021","64,598.3","65,234.9","65,598.5","63,500.4","-","-0.98%"
"Sep 15, 2021","65,234.9","63,900.0","65,244.0","62,505.0","-","2.09%"
"Sep 14, 2021","63,900.0","61,998.5","63,900.0","60,000.9","-","3.07%"
"Sep 13, 2021","61,998.5","62,998.5","62,998.5","59,188.0","0.00K","-1.59%"
"Sep 12, 2021","62,998.5","61,698.0","62,998.5","59,509.0","-","2.11%"
"Sep 11, 2021","61,698.0","60,000.0","61,900.0","60,000.0","-","2.83%"
"Sep 10, 2021","60,000.0","63,998.5","63,998.5","59,000.2","0.00K","-6.25%"
"Sep 09, 2021","63,998.5","63,498.5","64,998.5","61,161.5","0.00K","0.79%"
"Sep 08, 2021","63,498.5","63,797.0","65,246.5","60,000.0","0.00K","-0.47%"
"Sep 07, 2021","63,797.0","69,977.0","70,998.5","59,139.0","0.00K","-8.83%"
"Sep 06, 2021","69,977.0","67,000.0","69,977.0","67,000.0","-","4.44%"
"Sep 05, 2021","67,000.0","66,999.0","69,500.0","66,000.0","-","0.00%"
"Sep 04, 2021","66,999.0","67,086.0","67,300.0","65,603.0","-","-0.13%"
"Sep 03, 2021","67,086.0","65,069.0","67,298.5","64,500.0","0.00K","3.10%"
"Sep 02, 2021","65,069.0","65,449.0","67,450.0","64,008.0","0.00K","-0.58%"
"Sep 01, 2021","65,449.0","63,998.5","65,800.0","62,000.0","0.00K","2.27%"
"Aug 31, 2021","63,998.5","63,500.0","64,791.5","63,000.0","-","0.79%"
"Aug 30, 2021","63,500.0","66,500.0","66,500.0","63,500.0","-","-4.51%"
"Aug 29, 2021","66,500.0","66,297.0","66,740.0","63,700.5","-","0.31%"
"Aug 28, 2021","66,297.0","66,196.0","66,300.0","65,000.0","-","0.15%"
"Aug 27, 2021","66,196.0","64,500.0","66,196.0","62,508.0","-","2.63%"
"Aug 26, 2021","64,500.0","66,500.0","66,700.0","62,208.0","0.00K","-3.01%"
"Aug 25, 2021","66,500.0","63,850.2","66,500.0","63,500.2","0.00K","4.15%"
"Aug 24, 2021","63,850.2","67,998.0","67,998.0","63,850.2","-","-6.10%"
"Aug 23, 2021","67,998.0","66,888.0","68,888.0","66,009.2","0.00K","1.66%"
"Aug 22, 2021","66,888.0","66,058.1","67,600.0","66,000.4","-","1.26%"
"Aug 21, 2021","66,058.1","64,801.2","68,888.0","64,801.2","-","1.94%"
"Aug 20, 2021","64,801.2","62,550.0","66,998.0","62,550.0","0.00K","3.60%"
"Aug 19, 2021","62,550.0","61,300.0","63,687.0","59,500.2","-","2.04%"
"Aug 18, 2021","61,300.0","61,250.0","63,690.0","60,000.0","-","0.08%"
"Aug 17, 2021","61,250.0","63,500.0","64,200.0","61,000.0","-","-3.54%"
"Aug 16, 2021","63,500.0","63,450.0","64,785.0","61,803.0","0.00K","0.08%"
"Aug 15, 2021","63,450.0","64,388.0","64,388.0","61,550.0","0.00K","-1.46%"
"Aug 14, 2021","64,388.0","63,888.0","64,800.0","61,558.0","0.00K","0.78%"
"Aug 13, 2021","63,888.0","60,888.0","63,888.0","60,608.2","0.00K","4.93%"
"Aug 12, 2021","60,888.0","58,300.7","62,445.0","58,300.7","0.00K","4.44%"
"Aug 11, 2021","58,300.7","61,899.0","63,485.0","58,300.7","0.00K","-5.81%"
"Aug 10, 2021","61,899.0","63,398.0","63,398.0","60,000.0","0.00K","-2.36%"
"Aug 09, 2021","63,398.0","60,399.9","63,488.0","56,000.0","0.00K","4.96%"
"Aug 08, 2021","60,399.9","57,359.8","61,500.0","57,359.8","-","5.30%"
"Aug 07, 2021","57,359.8","57,600.0","59,830.0","56,200.2","0.00K","-0.42%"
"Aug 06, 2021","57,600.0","55,000.0","57,700.0","51,189.8","0.00K","4.73%"
"Aug 05, 2021","55,000.0","53,897.0","55,000.0","50,200.0","0.00K","2.05%"
"Aug 04, 2021","53,897.0","53,800.0","53,897.0","49,300.0","0.00K","0.18%"
"Aug 03, 2021","53,800.0","53,998.0","53,998.0","50,500.2","-","-0.37%"
"Aug 02, 2021","53,998.0","53,500.0","54,498.0","53,000.0","-","0.93%"
"Aug 01, 2021","53,500.0","57,295.0","57,888.0","53,500.0","0.00K","-6.62%"
"Jul 31, 2021","57,295.0","56,000.0","57,400.0","55,000.0","-","2.31%"
"Jul 30, 2021","56,000.0","54,420.0","56,000.0","52,102.0","0.00K","2.90%"
"Jul 29, 2021","54,420.0","53,650.0","54,648.5","53,101.3","-","1.44%"
"Jul 28, 2021","53,650.0","53,498.0","55,555.0","52,651.0","0.00K","0.28%"
"Jul 27, 2021","53,498.0","52,000.0","53,498.0","49,250.2","0.00K","2.88%"
"Jul 26, 2021","52,000.0","47,550.0","55,800.0","47,550.0","0.01K","9.36%"
"Jul 25, 2021","47,550.0","47,229.0","47,550.0","46,100.1","-","2.37%"
"Jul 24, 2021","46,450.0","45,139.0","46,488.0","42,900.4","0.00K","2.90%"
"Jul 23, 2021","45,139.0","43,100.4","45,139.0","42,000.1","0.00K","4.73%"
"Jul 22, 2021","43,100.4","43,899.0","44,495.5","42,801.0","-","-1.82%"
"Jul 21, 2021","43,899.0","41,688.0","43,900.0","40,300.0","0.00K","5.30%"
"Jul 20, 2021","41,688.0","43,488.0","43,488.0","40,008.3","0.00K","-4.14%"
"Jul 19, 2021","43,488.0","43,500.0","43,500.0","41,800.0","0.00K","-0.03%"
"Jul 18, 2021","43,500.0","45,599.0","45,599.0","42,512.0","-","-4.60%"
"Jul 17, 2021","45,599.0","43,000.0","45,796.0","42,109.0","-","6.04%"
"Jul 16, 2021","43,000.0","43,499.0","45,799.0","42,500.0","-","-1.15%"
"Jul 15, 2021","43,499.0","45,835.5","45,835.5","42,568.0","-","-5.10%"
"Jul 14, 2021","45,835.5","45,498.0","45,845.0","42,800.0","-","0.74%"
"Jul 13, 2021","45,498.0","45,499.9","45,499.9","44,397.0","0.00K","-0.00%"
"Jul 12, 2021","45,499.9","46,735.0","46,735.0","44,500.1","-","-2.64%"
