marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74292,0.74302,2022-04-12 04:51:03.060904
BTC_AUD,53568.91,53691.19,2022-04-12 04:51:03.200910
BTC_USD,39638.17,40038.22,2022-04-12 04:51:04.780440
