marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01493,1.01504,2022-04-12 05:54:36.164287
BTC_AUD,54012.34,54053.02,2022-04-12 05:54:36.335728
BTC_SGD,54684.86,54906.4,2022-04-12 05:54:37.834128
