marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01372,1.01387,2022-04-12 05:08:09.937227
BTC_AUD,53838.51,53871.87,2022-04-12 05:08:10.126315
BTC_SGD,54447.96,54679.94,2022-04-12 05:08:11.628844
