,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.2498390832180357,BTC,2.4996781664360713e-05,USD to BTC,0,0
0_trade2,66907.14820466866,AUD,53532.61,BTC to AUD,0,0
0_trade3,49693.94618605355,USD,0.74273,AUD to USD,-306.0538139464479,-0.0061210762789289585
1_trade1,67309.24559797534,AUD,1.3461849119595068,USD to AUD,0,0
1_trade2,1.254155016824896,BTC,1.8632730253964114e-05,AUD to BTC,0,0
1_trade3,49716.17222830856,USD,39641.17,BTC to USD,-283.8277716914381,-0.005676555433828762
