marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74275,0.74284,2022-04-12 04:51:18.666856
BTC_AUD,53532.61,53681.29,2022-04-12 04:51:18.855423
BTC_USD,39641.12,40005.15,2022-04-12 04:51:20.351119
