marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74275,0.74284,2022-04-12 04:51:37.542555
BTC_AUD,53532.63,53643.59,2022-04-12 04:51:37.718594
BTC_USD,39641.28,39995.71,2022-04-12 04:51:39.194330
