,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.108075804204483,BTC,1.8467930070074716e-05,AUD to BTC,0,0
0_trade2,60675.92624056474,SGD,54757.92,BTC to SGD,0,0
0_trade3,59815.775390450064,AUD,0.985823852993947,SGD to AUD,-184.22460954993585,-0.0030704101591655973
1_trade1,60852.0,SGD,1.0142,AUD to SGD,0,0
1_trade2,1.107189325335389,BTC,1.81947894125976e-05,SGD to BTC,0,0
1_trade3,59796.89286052839,AUD,54007.83,BTC to AUD,-203.10713947161275,-0.003385118991193546
