marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01438,1.01451,2022-04-12 06:01:45.066489
BTC_AUD,54000.0,54107.0,2022-04-12 06:01:45.252242
BTC_SGD,54666.9,55094.13,2022-04-12 06:01:46.731140
