marketId,bestBid,bestAsk,timestamp
AUD_USD,0.7429,0.74298,2022-04-12 04:51:12.501571
BTC_AUD,53585.11,53672.88,2022-04-12 04:51:13.079709
BTC_USD,39641.06,40029.39,2022-04-12 04:51:14.206916
