marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01442,1.01457,2022-04-12 06:11:17.478193
BTC_AUD,53970.81,54076.96,2022-04-12 06:11:17.667489
BTC_SGD,54694.35,54912.54,2022-04-12 06:11:19.096020
