marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01498,1.01509,2022-04-12 05:45:56.722554
BTC_AUD,53862.61,53953.42,2022-04-12 05:45:56.911639
BTC_SGD,54600.66,54823.89,2022-04-12 05:45:58.329243
