,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.2498390832180357,BTC,2.4996781664360713e-05,USD to BTC,0,0
0_trade2,66907.31068374947,AUD,53532.74,BTC to AUD,0,0
0_trade3,49695.40501035492,USD,0.74275,AUD to USD,-304.59498964507657,-0.006091899792901531
1_trade1,67309.24559797534,AUD,1.3461849119595068,USD to AUD,0,0
1_trade2,1.2545332304616112,BTC,1.8638349298322065e-05,AUD to BTC,0,0
1_trade3,49731.20269537482,USD,39641.2,BTC to USD,-268.7973046251791,-0.0053759460925035816
