marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74275,0.74284,2022-04-12 04:51:27.993019
BTC_AUD,53532.74,53652.82,2022-04-12 04:51:28.177346
BTC_USD,39641.2,40005.15,2022-04-12 04:51:29.811515
