marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01438,1.01453,2022-04-12 06:24:39.329619
BTC_AUD,54032.42,54105.05,2022-04-12 06:24:39.484298
BTC_SGD,54729.77,54953.03,2022-04-12 06:24:40.935611
