marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01471,1.01484,2022-04-12 05:56:31.128255
BTC_AUD,54012.34,54089.76,2022-04-12 05:56:31.239092
BTC_SGD,54722.89,54941.42,2022-04-12 05:56:32.703629
