marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74292,0.743,2022-04-12 04:51:07.235084
BTC_AUD,53569.07,53691.18,2022-04-12 04:51:06.418897
BTC_USD,39638.2,40038.22,2022-04-12 04:51:07.967238
