,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.2488067651359125,BTC,2.497613530271825e-05,USD to BTC,0,0
0_trade2,66897.41701803925,AUD,53569.07,BTC to AUD,0,0
0_trade3,49699.42905104173,USD,0.74292,AUD to USD,-300.5709489582732,-0.006011418979165464
1_trade1,67294.75100942126,AUD,1.3458950201884252,USD to AUD,0,0
1_trade2,1.253366959143406,BTC,1.8625033012871014e-05,AUD to BTC,0,0
1_trade3,49681.210199918154,USD,39638.2,BTC to USD,-318.7898000818459,-0.006375796001636918
