marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74275,0.74284,2022-04-12 04:51:31.337635
BTC_AUD,53532.61,53652.82,2022-04-12 04:51:31.511673
BTC_USD,39641.23,40005.15,2022-04-12 04:51:32.973163
