,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.111461633178019,BTC,1.8524360552966983e-05,AUD to BTC,0,0
0_trade2,60712.24684377314,SGD,54623.79,BTC to SGD,0,0
0_trade3,59814.43221620786,AUD,0.9852119683549916,SGD to AUD,-185.56778379213938,-0.0030927963965356564
1_trade1,60892.2,SGD,1.01487,AUD to SGD,0,0
1_trade2,1.1102136696660252,BTC,1.8232444708288177e-05,SGD to BTC,0,0
1_trade3,59928.51233045649,AUD,53979.26,BTC to AUD,-71.48766954350867,-0.001191461159058478
