,new_amount,denomination,swap_rate,direction,profit,percent
0_trade1,1.1081541863571815,BTC,1.8469236439286358e-05,AUD to BTC,0,0
0_trade2,60657.7781619379,SGD,54737.67,BTC to SGD,0,0
0_trade3,59796.11612852584,AUD,0.985794698396112,SGD to AUD,-203.8838714741578,-0.0033980645245692965
1_trade1,60856.8,SGD,1.01428,AUD to SGD,0,0
1_trade2,1.1076714742306322,BTC,1.8201277001594433e-05,SGD to BTC,0,0
1_trade3,59850.15924093396,AUD,54032.41,BTC to AUD,-149.84075906604266,-0.0024973459844340445
