marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01505,1.01516,2022-04-12 05:44:20.542522
BTC_AUD,53855.63,53967.09,2022-04-12 05:44:20.703780
BTC_SGD,54587.37,54817.71,2022-04-12 05:44:22.213946
