marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01442,1.01451,2022-04-12 06:23:29.896395
BTC_AUD,54032.4,54108.07,2022-04-12 06:23:30.800351
BTC_SGD,54729.77,54953.03,2022-04-12 06:23:31.689864
