marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01451,1.01464,2022-04-12 06:05:59.942193
BTC_AUD,53916.14,54007.97,2022-04-12 06:06:00.150444
BTC_SGD,54612.04,54824.02,2022-04-12 06:06:01.607971
