marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01368,1.01385,2022-04-12 05:05:05.544747
BTC_AUD,53838.51,53910.09,2022-04-12 05:05:05.740135
BTC_SGD,54427.05,54642.44,2022-04-12 05:05:07.208145
