marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01441,1.01455,2022-04-12 06:08:56.634114
BTC_AUD,54007.97,54040.03,2022-04-12 06:08:56.952623
BTC_SGD,54653.14,54866.58,2022-04-12 06:08:58.261900
