marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01435,1.01449,2022-04-12 06:05:22.574944
BTC_AUD,53936.01,54007.97,2022-04-12 06:05:22.760133
BTC_SGD,54626.6,54841.06,2022-04-12 06:05:24.287901
