marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01441,1.01456,2022-04-12 06:05:38.027813
BTC_AUD,53918.51,54007.97,2022-04-12 06:05:38.146964
BTC_SGD,54616.37,54841.06,2022-04-12 06:05:39.648096
