marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01483,1.01495,2022-04-12 05:53:39.790604
BTC_AUD,54012.34,54057.47,2022-04-12 05:53:39.949264
BTC_SGD,54684.86,54906.4,2022-04-12 05:53:41.436181
