marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01446,1.01458,2022-04-12 06:28:11.630681
BTC_AUD,53902.91,54023.47,2022-04-12 06:28:11.695695
BTC_SGD,54631.47,54848.02,2022-04-12 06:28:13.224464
