marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01368,1.01379,2022-04-12 05:01:52.058508
BTC_AUD,53838.51,53838.52,2022-04-12 05:01:52.217833
BTC_SGD,54390.34,54758.02,2022-04-12 05:01:53.691418
