marketId,bestBid,bestAsk,timestamp
AUD_USD,0.74286,0.74296,2022-04-12 04:50:59.973769
BTC_AUD,53568.91,53691.19,2022-04-12 04:51:00.119801
BTC_USD,39638.14,40038.22,2022-04-12 04:51:01.571666
