marketId,bestBid,bestAsk,timestamp
AUD_SGD,1.01481,1.01496,2022-04-12 05:51:53.209990
BTC_AUD,54012.34,54026.77,2022-04-12 05:51:53.375493
BTC_SGD,54661.49,54879.34,2022-04-12 05:51:54.842816
